HIP,GLon,GLat,Lc,sptype,B-V,VMag,Lum,Cst,Name
97008,319.3207794,-29.42688521,main-sequence,G,0.55,3.37,3.96,Oct,
97012,63.41946468,2.18567293,main-sequence,F,0.54,3.59,3.21,Cyg,
97014,348.8731668,-28.42510237,main-sequence,F,0.557,3.95,2.32,Tel,
97016,31.27947323,-15.22132274,subgiants,F,0.405,2.78,6.79,Aql,
97018,73.97427909,8.09203643,subgiants,F,0.308,2.71,6.81,Cyg,
97021,349.4820935,-28.34294681,main-sequence,G,0.543,5.53,0.54,Tel,
97022,31.26560064,-15.24461826,subgiants,F,0.501,3.31,4.1,Aql,
97023,60.52450642,0.50876714,main-sequence,F,0.567,3.64,3.35,Vul,
97024,321.7826564,-29.60319397,main-sequence,G,0.655,4.52,1.46,Pav,
97025,62.54954509,1.66837373,giants,F,0.387,3.08,4.98,Vul,
97028,65.81046238,3.51831417,main-sequence,A,0.003,0.85,44.98,Cyg,HR 7505
97030,29.07323197,-16.27945385,main-sequence,G,0.591,4.72,1.23,Aql,
97032,341.3161229,-29.33646869,giants,M,1.254,1.25,50.53,Tel,
97033,90.39165009,16.3273843,main-sequence,G,0.59,3.06,5.44,Cyg,Gliese 765.3 (HR 7522)
97036,47.38294668,-6.98476229,giants,K,1.399,1.29,59.55,Aql,
97042,326.1639837,-29.8091405,main-sequence,F,0.502,4.02,2.13,Pav,
97044,42.67743794,-9.56427261,subgiants,F,0.422,2,13.35,Aql,
97050,58.73428853,-0.59808061,main-sequence,B,-0.085,-0.39,202.17,Vul,
97051,47.92165082,-6.72836311,main-sequence,M,1.26,8.19,0.09,Aql,Gliese 9667
97052,348.2154445,-28.58314118,giants,K,1.134,2.21,18.14,Tel,
97053,335.1755013,-29.76085478,subgiants,F,0.475,2.96,5.61,Pav,
97063,24.55280673,-18.36143578,subgiants,F,0.46,2.07,12.65,Sgr,HR 7496
97064,329.0188292,-29.87784407,subgiants,F,0.385,2.08,12.27,Pav,
97067,2.12336246,-25.9219752,subgiants,B,0.019,-0.3,126.63,Sgr,HR 7491
97070,89.50191121,15.85702639,giants,G,0.887,1.83,20.31,Cyg,HR 7526
97076,354.9569036,-27.51348124,giants,K,1.23,1.14,54.59,Sgr,
97077,61.60961641,0.97532503,giants,G,0.939,0.47,74.05,Vul,10 Vulpeculae (HR 7506)
97081,75.61071247,8.83411016,giants,M,1.598,-0.35,463.21,Cyg,HR 7514
97087,68.92249481,5.11093397,giants,B,-0.071,-1.54,553.22,Cyg,HR 7512
97088,4.576507,-25.34247353,main-sequence,G,0.679,5.07,0.88,Sgr,
97093,350.0229022,-28.40199,giants,K,0.972,5.88,0.53,Tel,
97095,329.0333835,-29.9162742,main-sequence,F,0.415,2.81,6.33,Pav,
97099,329.7837966,-29.92418353,main-sequence,G,0.641,3.45,3.86,Pav,
97105,42.16926016,-10.03933821,main-sequence,G,0.625,4,2.29,Aql,
97111,4.16475817,-25.50503694,main-sequence,G,0.697,4.57,1.42,Sgr,
97116,333.726743,-29.90240206,main-sequence,G,0.657,5.18,0.79,Pav,
97118,71.75954228,6.60381554,giants,G,0.948,0.15,99.97,Cyg,15 Cygni (HR 7517)
97119,320.3908515,-29.59173873,subgiants,F,0.381,2.21,10.93,Pav,
97122,101.3745798,20.78403852,giants,A,0.072,0.3,66.44,Dra,HR 7545
97124,73.4713514,7.52952984,giants,F,0.39,1.54,20.24,Cyg,
97125,13.25761849,-22.85129142,main-sequence,G,0.79,4.59,1.43,Sgr,
97127,5.93870495,-25.0892211,main-sequence,F,0.403,3.64,2.93,Sgr,
97128,341.3221984,-29.50368613,giants,K,1.546,1.26,86.66,Tel,
97131,357.7619259,-27.08941313,giants,K,1.286,-0.04,172.37,Sgr,
97132,46.17236282,-7.98806077,giants,F,0.401,3.13,4.97,Aql,
97134,22.78154568,-19.34673177,subgiants,A,0.215,2.36,9.43,Sgr,
97138,17.4042224,-21.43520488,giants,F,0.445,1.73,17.26,Sgr,
97139,50.87707247,-5.39818293,giants,B,-0.041,-1.17,341.31,Aql,48 Psi Aquilae (HR 7511)
97142,69.22174365,5.09502221,giants,M,1.521,-0.95,623.79,Cyg,HR 7520
97144,46.87522203,-7.66475288,giants,G,0.94,0.6,66.02,Aql,
97151,74.77293471,8.14908727,giants,M,1.561,-0.62,522.74,Cyg,HR 7523
97156,345.8143074,-29.11793457,main-sequence,K,0.99,6.32,0.35,Tel,
97160,359.2818623,-26.85234899,main-sequence,K,1.509,6.68,0.53,Sgr,
97165,78.7093932,10.24305979,subgiants,A,-0.002,-0.74,199.64,Cyg,18 Delta Cygni (HR 7528)
97171,315.9716897,-29.22797766,subgiants,G,0.784,3.78,3.13,Oct,
97174,64.84120485,2.49200654,main-sequence,K,0.775,6.7,0.21,Cyg,
97176,330.7415694,-30.03336425,main-sequence,G,0.708,4.11,2.18,Pav,
97177,39.81456617,-11.56030866,main-sequence,A,0.374,2.05,12.73,Aql,
97185,325.489779,-29.94647822,main-sequence,F,0.536,3.58,3.24,Pav,
97188,41.77248073,-10.57143943,main-sequence,G,1.051,2.47,13.2,Aql,
97200,350.638555,-28.53225472,main-sequence,F,0.474,3.22,4.43,Tel,
97203,316.6322705,-29.31386394,main-sequence,G,0.681,4.94,1,Oct,
97205,357.2676795,-27.36635721,main-sequence,K,0.856,5.35,0.74,Sgr,
97206,46.24091793,-8.20896912,main-sequence,F,0.483,3.68,2.95,Aql,
97210,9.25812082,-24.35260071,main-sequence,A,0.123,-0.57,142.64,Sgr,
97213,347.4922974,-29.00186916,main-sequence,G,0.697,3.97,2.4,Tel,
97216,32.75110205,-15.19228312,subgiants,F,0.549,2.91,6.2,Aql,
97221,348.4780624,-28.88599494,giants,K,0.999,2.17,16.39,Tel,
97222,68.60960292,4.52725772,main-sequence,K,1,6.06,0.46,Cyg,Gliese 765.4
97223,65.49202737,2.73080217,main-sequence,K,1.175,7.61,0.13,Cyg,
97226,324.7841534,-29.95695963,giants,G,0.947,0.08,106.46,Pav,
97229,46.01074451,-8.41676037,main-sequence,A,0.18,2.24,10.53,Aql,49 Upsilon Aquilae (HR 7519)
97233,38.57825978,-12.37058184,giants,K,0.996,2.22,15.62,Aql,
97242,69.86855725,5.17334695,giants,G,1.07,0.61,74.59,Cyg,HR 7530
97244,36.60874629,-13.41895908,giants,B,0.016,-1.23,299.35,Aql,HR 7516
97248,345.6164235,-29.2997844,giants,F,0.468,2.26,10.63,Tel,
97252,339.8799062,-29.81785169,main-sequence,F,0.491,3.75,2.88,Pav,
97255,43.05764544,-10.09954502,main-sequence,G,0.612,4.57,1.36,Aql,
97260,8.2507401,-24.78738087,giants,B,0.024,-1.17,277.44,Sgr,HR 7507
97264,328.9141327,-30.12088578,main-sequence,F,0.563,3.36,4.2,Pav,
97269,352.7804147,-28.33505591,giants,K,1.129,1.73,28.09,Tel,
97272,35.44921004,-14.07417384,main-sequence,G,0.68,4.41,1.63,Aql,
97276,61.36955059,0.181813,giants,K,1.002,1.57,28.73,Vul,
97277,90.89809844,16.12219179,giants,F,0.586,1.5,22.43,Dra,
97278,48.72601018,-7.08112792,giants,K,1.507,-2.69,2948.48,Aql,50 Gamma Aquilae (Tarazed)
97287,13.09136194,-23.36179959,giants,K,1.167,1.41,39.2,Sgr,
97290,20.64946314,-20.66987963,giants,K,1.061,0.85,58.97,Sgr,56 f Sagittarii (HR 7515)
97291,313.3320386,-28.96460465,main-sequence,G,0.76,4.04,2.41,Oct,
97294,15.5344813,-22.56233883,main-sequence,F,0.423,2.62,7.56,Sgr,
97295,68.80899663,4.4331172,subgiants,F,0.476,3.37,3.86,Cyg,17 Cygni (HR 7534)
97307,68.09533286,3.98562028,giants,K,1.172,0.76,71.91,Cyg,HR 7535
97312,45.63128268,-8.88993833,main-sequence,F,0.59,4.11,2.11,Aql,
97319,61.38986183,0.08082694,main-sequence,F,0.295,2.79,6.35,Vul,HR 7533
97321,78.1597604,9.60184639,main-sequence,F,0.591,4.05,2.24,Cyg,
97323,345.3128526,-29.45359276,main-sequence,F,0.497,3.94,2.28,Tel,
97326,100.5773302,20.2372257,main-sequence,F,0.309,0.13,73.32,Dra,HR 7563
97331,56.00773676,-3.10512659,giants,F,0.4,2.48,8.55,Sge,
97336,69.46605028,4.68050368,main-sequence,G,0.661,4.41,1.6,Cyg,
97340,13.94184904,-23.24336606,giants,K,1.338,0.66,96.85,Sgr,
97343,73.74968856,7.09011185,main-sequence,F,0.341,2.51,8.27,Cyg,
97344,330.9628308,-30.24123554,main-sequence,G,0.546,4.7,1.21,Pav,
97347,327.0663629,-30.17414925,giants,K,1.049,2.45,13.24,Pav,
97348,20.60307621,-20.87845776,main-sequence,G,0.589,3.27,4.42,Sgr,
97350,31.88279921,-16.06109352,giants,K,1.17,1.95,24.06,Aql,
97352,342.5645311,-29.78620852,main-sequence,F,0.468,3.46,3.52,Tel,
97358,21.74073618,-20.48401037,main-sequence,G,0.689,5.14,0.83,Sgr,
97361,33.59365578,-15.30931653,giants,G,1.179,2.02,22.62,Aql,
97362,342.9192532,-29.78342214,main-sequence,A,0.236,2.36,9.68,Tel,
97365,55.76685048,-3.38338383,giants,M,1.313,-2.58,1859.99,Sge,7 Delta Sagittae (HR 7536)
97367,37.77076671,-13.26411952,giants,A,0.457,2.92,5.79,Aql,
97370,355.9869597,-28.00256406,main-sequence,F,0.564,4.19,1.94,Sgr,
97376,72.99412248,6.57418477,main-sequence,B,-0.087,0.03,138.17,Cyg,HR 7543
97380,30.48713948,-16.80168365,main-sequence,F,0.552,4.08,2.05,Aql,
97383,18.70364327,-21.69572053,main-sequence,G,0.612,2.99,5.82,Sgr,
97384,40.41675181,-11.94908374,main-sequence,G,0.61,3.35,4.14,Aql,
97385,316.1562835,-29.37961761,main-sequence,F,0.48,4.24,1.74,Oct,
97389,46.28505371,-8.83042525,main-sequence,F,0.56,3.07,5.26,Aql,
97393,23.41978024,-19.90773047,main-sequence,F,0.455,3.11,5.07,Sgr,
97400,34.67142994,-14.90966704,giants,A,0.385,1.75,16.6,Aql,
97402,61.73706208,-0.01763969,giants,K,0.993,0.49,76.67,Vul,HR 7540
97405,11.25727234,-24.30284872,main-sequence,G,0.669,4.99,0.94,Sgr,
97409,22.13525075,-20.48021793,main-sequence,F,0.466,3.36,4.05,Sgr,
97416,67.04667371,3.0346459,main-sequence,A,0.12,2.01,13.28,Cyg,
97419,23.05359809,-20.14337407,main-sequence,F,0.517,1.47,22.39,Sgr,
97420,63.90538264,1.19718929,subgiants,G,0.66,4.78,1.15,Vul,
97421,341.2689936,-30.00733965,subgiants,A,0.196,1.86,15.2,Tel,Nu Telescopii (HR 7510)
97423,26.72123484,-18.62912407,giants,A,0.193,2.03,12.8,Sgr,HR 7532
97431,51.44209806,-6.07841177,giants,F,0.445,2.86,6.07,Aql,
97433,102.431072,20.82928632,giants,G,0.888,0.56,65.54,Dra,63 Epsilon Draconis (Tyl)
97441,339.7014675,-30.14597883,main-sequence,A,0.175,1.51,20.71,Pav,
97448,14.4428869,-23.40621345,main-sequence,K,1.115,5.64,0.66,Sgr,
97449,356.7716019,-28.04025684,giants,K,0.827,5.72,0.54,Sgr,
97450,56.00025863,-3.54395263,giants,F,0.363,2.18,11.52,Sge,
97451,50.54984967,-6.676404,subgiants,B,0.022,0.37,67.35,Aql,
97454,49.07100067,-7.52246973,supergiants,F,0.932,-1.35,396.41,Aql,HR 7542
97455,358.654914,-27.68470693,giants,K,1.013,1.77,24.04,Sgr,
97463,349.3465936,-29.27265341,main-sequence,G,0.615,5.18,0.77,Tel,
97469,52.90274846,-5.38736637,main-sequence,F,0.446,1.99,13.59,Aql,
97473,50.07770382,-7.00920949,giants,G,0.546,-0.22,107.85,Aql,52 Pi Aquilae
97477,70.42215246,4.81297915,main-sequence,F,0.437,2.64,7.41,Cyg,HR 7550
97491,345.2723106,-29.79517684,giants,K,1.131,-0.96,336.99,Tel,HR 7521
97493,54.30299936,-4.66573119,main-sequence,A,0.06,1.07,33.13,Sge,
97494,320.7340914,-29.93809194,giants,F,0.345,2.34,9.66,Pav,
97495,354.436994,-28.56479396,main-sequence,G,0.83,5.91,0.46,Sgr,
97496,56.48254478,-3.4029022,main-sequence,A,0.095,0.55,51.64,Sge,8 Zeta Sagittae (HR 7546)
97499,29.53352892,-17.6588846,giants,K,1.233,1.08,57.47,Aql,HR 7541
97501,65.75833007,2.01958473,giants,K,0.895,2.1,15.97,Cyg,
97502,10.04678834,-24.94604347,main-sequence,A,0.333,2.44,8.98,Sgr,
97503,86.82793999,13.70496511,main-sequence,B,-0.101,0.28,123.76,Cyg,
97507,325.2711762,-30.2716339,main-sequence,G,0.671,5.11,0.85,Pav,
97508,334.9755358,-30.43780039,main-sequence,F,0.512,3.48,3.53,Pav,
97509,63.91347229,0.91302591,subgiants,G,0.611,3.46,3.75,Vul,
97511,317.5488078,-29.62864171,main-sequence,A,0.024,1.62,21.21,Oct,
97515,11.74591994,-24.46117238,main-sequence,F,0.403,2.71,7.42,Sgr,HR 7538
97531,7.46488427,-25.74719893,main-sequence,K,0.787,5.94,0.46,Sgr,
97534,322.5973522,-30.12341802,subgiants,A,0.234,2.19,11.01,Pav,HR 7498
97537,64.70429774,1.30013796,main-sequence,G,0.518,4.71,1.23,Vul,
97538,73.45332474,6.38571838,giants,G,0.906,-0.53,180.44,Cyg,HR 7555
97539,353.3876799,-28.827156,giants,K,1.08,1.49,33.47,Tel,
97543,65.37266359,1.6729037,main-sequence,F,0.481,3.25,4.47,Cyg,
97546,2.20222779,-27.11987364,main-sequence,G,0.574,4,2.23,Sgr,
97548,342.3710688,-30.15209342,main-sequence,G,0.651,4.82,1.1,Tel,
97554,10.23255744,-25.035656,main-sequence,F,0.398,2.72,7.17,Sgr,
97555,42.35502222,-11.54164616,main-sequence,F,0.515,1.41,24.3,Aql,
97557,7.605991,-25.7908252,main-sequence,G,0.624,4.54,1.39,Sgr,
97561,29.10311334,-18.05224511,main-sequence,F,0.455,2.46,9.12,Aql,
97564,331.3883001,-30.53442116,main-sequence,F,0.548,3.43,3.72,Pav,
97568,29.76145309,-17.77786036,main-sequence,A,0.355,3.15,4.56,Aql,
97569,329.1753728,-30.50135016,giants,K,1.482,-0.94,555.69,Pav,HR 7513
97573,63.44474616,0.43384628,giants,G,0.937,0.68,61.13,Vul,
97575,334.1049076,-30.54571854,main-sequence,F,0.466,2.46,9.29,Pav,
97580,326.2471886,-30.40324402,giants,K,1.214,0.36,109.08,Pav,
97581,337.9373992,-30.46450855,subgiants,A,0.195,2.27,10.23,Pav,
97590,347.9114671,-29.70089036,main-sequence,F,0.284,2.98,5.33,Tel,
97591,336.0128878,-30.5394074,subgiants,F,0.509,2.89,6.02,Pav,
97592,30.47664286,-17.5395274,giants,K,0.9,0.42,75.46,Aql,
97593,353.827325,-28.88409774,giants,K,1.079,1.28,40.2,Tel,
97596,22.80968622,-20.81671408,main-sequence,F,0.505,3.58,3.35,Sgr,
97597,329.4447724,-30.54238363,main-sequence,B,-0.015,0.99,41.75,Pav,
97599,55.39605795,-4.38621125,giants,K,1.137,1.15,48.42,Sge,
97604,5.61250496,-26.43849799,main-sequence,F,0.498,4.17,1.84,Sgr,
97606,337.4166529,-30.5136047,main-sequence,G,0.632,3.66,3.17,Pav,
97608,334.3385747,-30.5858492,subgiants,A,0.294,2.13,11.67,Pav,
97611,335.8542223,-30.5675509,main-sequence,B,-0.135,-1.04,519.62,Pav,HR 7527
97615,338.6406836,-30.47950228,main-sequence,G,0.805,3.73,3.3,Pav,
97619,66.67282897,2.2081081,main-sequence,A,0.004,0.18,83.56,Cyg,
97621,325.2528592,-30.38655814,main-sequence,G,0.636,3.61,3.32,Pav,
97633,321.1150061,-30.08528242,main-sequence,G,0.667,4.87,1.07,Pav,
97634,75.21561804,7.13282596,giants,B,-0.058,-3.32,2584.67,Cyg,V38 Cygni (HR 7567)
97635,86.22984341,13.13652844,giants,K,1.286,1.07,62.31,Cyg,20 d Cygni (HR 7576)
97636,87.07006111,13.56515376,main-sequence,A,0.136,0.82,39.66,Cyg,
97639,357.7766505,-28.27462126,main-sequence,A,0.219,1.59,19.11,Sgr,
97642,14.57532261,-23.91229235,main-sequence,K,0.751,4.21,2.06,Sgr,
97643,332.4955478,-30.63804784,giants,K,1.05,1.97,20.88,Pav,
97645,3.69181236,-27.01049002,main-sequence,F,0.447,3.4,3.71,Sgr,
97646,338.0235752,-30.54970055,subgiants,A,0.082,0.77,42.62,Pav,HR 7531
97649,47.74264505,-8.90851234,main-sequence,A,0.221,2.21,10.84,Aql,53 Alpha Aquilae (Altair)
97650,29.82701372,-18.00055458,main-sequence,F,0.402,3.15,4.59,Aql,51 Aquilae (HR 7553)
97655,35.52243805,-15.33985935,giants,A,0.326,0.34,60.44,Aql,
97660,352.7477914,-29.17814327,main-sequence,F,0.418,3.41,3.9,Tel,
97661,332.0345486,-30.65539982,main-sequence,F,0.4,3.14,4.64,Pav,
97662,40.59971743,-12.80495097,main-sequence,A,0.137,1.19,28.12,Aql,
97667,0.2929513,-27.81552996,main-sequence,G,0.605,4.21,1.87,Sgr,
97674,330.5747874,-30.64796199,giants,F,0.317,2.23,10.65,Pav,HR 7524
97675,49.13532586,-8.19756217,main-sequence,F,0.563,3.7,2.92,Aql,54 Omicron Aquilae (HR 7560)
97676,37.23690461,-14.55240336,main-sequence,G,0.692,4.82,1.14,Aql,
97679,59.72352409,-2.06625428,main-sequence,B,-0.153,-1.52,963.2,Vul,12 Vulpeculae (HR 7565)
97687,37.62279964,-14.40440641,giants,K,1.573,-0.19,366.28,Aql,HR 7559
97690,322.2469826,-30.23111589,main-sequence,F,0.463,2.63,7.58,Pav,
97692,15.92806624,-23.59339863,giants,K,1.164,0.61,81.93,Sgr,
97700,81.24768171,10.36014043,main-sequence,F,0.398,2.24,10.62,Cyg,HR 7577
97704,38.49218255,-14.01821717,main-sequence,G,0.746,6.09,0.36,Aql,
97705,338.8216534,-30.60161385,main-sequence,F,0.584,3.86,2.62,Pav,
97710,357.5519062,-28.46614913,main-sequence,F,0.575,2.64,7.87,Sgr,
97714,357.1159635,-28.55393604,main-sequence,G,0.642,4.32,1.73,Sgr,
97720,84.19228875,11.90712699,main-sequence,F,0.463,3.53,3.53,Cyg,
97722,28.90260493,-18.6205691,main-sequence,F,0.579,2.87,6.34,Sgr,
97726,28.13906655,-18.96321072,giants,K,1.185,1.4,40.53,Sgr,
97731,356.0404016,-28.77953062,main-sequence,F,0.539,2.87,6.22,Sgr,
97734,67.13201738,2.16930619,subgiants,F,0.305,-0.01,84.01,Cyg,
97736,26.06755593,-19.87499098,giants,A,0.281,-0.26,104.99,Sgr,
97738,347.5183122,-29.99565557,main-sequence,F,0.499,2,14.09,Tel,
97739,27.7607373,-19.17073667,giants,K,1.556,0.06,270.97,Sgr,
97742,2.80916994,-27.43141233,giants,K,1.194,0.6,85.37,Sgr,
97749,0.02839762,-28.05245472,main-sequence,A,-0.045,0.51,72.82,Sgr,HR 7552
97762,41.41823304,-12.68776044,main-sequence,A,0.149,1.19,28.13,Aql,
97766,30.35494564,-18.10360562,main-sequence,F,0.403,2.58,7.77,Aql,
97767,50.32611112,-7.8158384,main-sequence,G,0.642,4.03,2.25,Aql,Gliese 4126 (HR 7569)
97769,64.56060047,0.5430115,subgiants,G,0.727,4.47,1.59,Vul,
97770,16.47091587,-23.61158921,main-sequence,F,0.609,2.62,8.05,Sgr,
97771,340.9042013,-30.59468045,giants,K,1.102,1.1,48.83,Pav,
97773,85.44040878,12.47043063,giants,A,0.187,1.86,15.07,Cyg,
97774,81.80681783,10.51257154,giants,B,-0.174,-2.59,3086.69,Cyg,HR 7591
97776,29.85189805,-18.35396527,giants,K,1.15,0.36,102.21,Aql,
97777,85.7008406,12.601792,main-sequence,A,0.023,1.66,20.37,Cyg,
97783,21.92293091,-21.66813706,giants,K,0.979,0.6,68.11,Sgr,57 Sagittarii (HR 7561)
97789,71.75686047,4.75809692,giants,K,1.434,-0.54,346.89,Cyg,HR 7583
97793,357.0002822,-28.73602069,subgiants,G,0.91,3.29,5.44,Sgr,
97805,17.00776786,-23.53084477,main-sequence,K,1.155,7.28,0.17,Sgr,
97809,40.6198101,-13.25631102,giants,A,0.332,2.42,8.92,Aql,
97816,342.9359254,-30.54170456,giants,G,0.915,-0.33,152.44,Tel,HR 7548
97819,342.9299755,-30.54550384,main-sequence,A,0.1,2.69,7.17,Tel,HR 7549
97821,84.61614415,11.93368656,giants,F,0.429,1.89,14.74,Cyg,
97831,96.72984799,17.9322914,giants,K,1.096,-0.1,145.96,Dra,
97834,17.84669267,-23.32408854,main-sequence,B,0.043,0.82,42.64,Sgr,
97838,318.3478641,-29.94068494,main-sequence,A,0.034,1.4,25.36,Oct,
97845,81.77168031,10.32008522,supergiants,B,-0.126,-2.15,1347.41,Cyg,HR 7600
97846,73.8589478,5.81541246,subgiants,G,0.773,3.83,2.94,Cyg,
97848,10.83597752,-25.62588482,subgiants,A,0.362,2.81,6.28,Sgr,
97849,26.38385998,-20.11578285,main-sequence,A,0.149,1.1,30.33,Sgr,HR 7571
97851,15.51065774,-24.18949435,main-sequence,F,0.565,3.18,4.74,Sgr,
97853,10.46609871,-25.74924537,main-sequence,G,0.608,4.32,1.69,Sgr,
97856,345.115842,-30.45392528,giants,K,1.042,0.77,62.02,Tel,
97857,340.9748107,-30.73928559,giants,F,0.512,2.05,13.14,Tel,
97866,35.01922724,-16.25856341,main-sequence,F,0.554,3.08,5.42,Aql,
97867,64.69442153,0.31710304,giants,K,1.073,0.54,79.31,Vul,
97870,90.55112091,14.90770249,main-sequence,B,-0.125,-1.3,611.53,Cyg,23 Cygni (HR 7608)
97871,37.27462135,-15.17639524,main-sequence,A,0.231,1.11,29.72,Aql,HR 7575
97876,58.04085065,-3.68811193,main-sequence,A,0.136,1.37,23.87,Vul,
97877,44.09803523,-11.6494657,main-sequence,B,0.015,-0.5,153.13,Aql,HR 7580
97885,33.27911196,-17.14853945,giants,A,0.491,2.85,6.25,Aql,
97886,61.26803539,-1.78671211,giants,B,-0.047,-0.48,180.47,Vul,13 Vulpeculae (HR 7592)
97887,38.42333846,-14.64523315,main-sequence,F,0.559,4.37,1.58,Aql,
97888,30.74951575,-18.32412034,main-sequence,F,0.47,3.15,4.69,Aql,
97892,92.58563907,15.87124102,main-sequence,A,0.033,0.97,37.7,Cyg,HR 7611
97894,344.1563559,-30.59512924,subgiants,A,0.119,1.65,18.52,Tel,
97895,76.16260974,7.01822159,subgiants,B,-0.155,-1.57,1008.39,Cyg,
97899,20.74748588,-22.49973314,main-sequence,G,0.603,4.8,1.09,Sgr,
97900,332.9341513,-30.97576635,giants,A,0.29,2.24,10.5,Pav,
97911,323.8277539,-30.56175946,subgiants,A,0.141,1.42,22.71,Pav,
97916,343.6535615,-30.67343704,giants,K,0.934,2.36,12.96,Tel,
97921,13.47677732,-25.04828544,main-sequence,G,0.579,4.51,1.4,Sgr,
97922,53.76072049,-6.39045034,giants,F,0.584,2.46,9.3,Aql,
97937,21.67018852,-22.28636546,main-sequence,K,0.95,5.63,0.65,Sgr,
97938,47.81290509,-9.85448449,giants,G,1.023,0.96,51.23,Aql,59 Xi Aquilae (Deneb Okab)
97944,17.17402238,-23.91269582,main-sequence,K,1.017,5.48,0.79,Sgr,Gliese 770 (HR 7578)
97946,6.05786433,-27.1887777,main-sequence,F,0.495,4.17,1.85,Sgr,
97951,73.20269486,5.106549,subgiants,G,0.75,3.33,4.62,Cyg,
97955,28.69968137,-19.4915253,main-sequence,F,0.398,2.07,12.91,Sgr,
97956,347.6082217,-30.42492816,main-sequence,F,0.523,3.64,3.06,Tel,
97961,61.59781861,-1.86984641,subgiants,B,-0.018,-0.22,128.09,Vul,HR 7601
97962,12.62815033,-25.42681513,main-sequence,B,-0.219,5.93,1.83,Sgr,
97966,32.66125469,-17.76084058,main-sequence,B,-0.079,-0.14,152.82,Aql,57 Aquilae A (HR 7593)
97967,32.65283176,-17.76663554,main-sequence,B,-0.04,0.55,67.37,Aql,57 Aquilae B (HR 7594)
97969,64.19392621,-0.34267765,main-sequence,A,0.069,1.51,22.02,Vul,
97970,46.69667957,-10.59617987,main-sequence,A,0.043,1.58,21.22,Aql,HR 7598
97971,335.7371136,-31.09005517,subgiants,A,0.163,0.91,36.82,Pav,HR 7558
97975,327.4701163,-30.89045698,main-sequence,B,0.049,1.56,21.63,Pav,
97976,354.1208544,-29.64751775,main-sequence,G,0.77,5.48,0.65,Tel,
97977,7.37835952,-26.94185574,main-sequence,K,0.889,5.94,0.46,Sgr,
97980,40.5461618,-13.91901068,subgiants,B,0.098,0.32,63.78,Aql,58 Aquilae (HR 7596)
97981,18.56664796,-23.54250649,main-sequence,F,0.56,4.14,1.96,Sgr,
97985,72.50253265,4.60886821,supergiants,G,0.773,-2.02,649.12,Cyg,HR 7606
97988,97.34593815,17.97150335,giants,K,1.158,-0.92,332.54,Dra,
97996,63.13387132,-1.05490058,subgiants,F,0.42,3,5.32,Vul,
97997,84.60462537,11.51742232,main-sequence,A,0.041,0.81,42.96,Cyg,
98001,76.7372144,7.06330375,main-sequence,G,0.796,4.09,2.36,Cyg,
98006,99.28256633,18.82767763,giants,K,1.006,0.67,65.75,Dra,
98009,12.56959681,-25.56721939,main-sequence,G,0.734,4.43,1.66,Sgr,
98011,67.11670854,1.31126721,main-sequence,G,1.005,1.11,43.63,Cyg,
98013,81.70965193,9.88610604,giants,K,1.059,1.05,48.65,Cyg,
98015,43.94755941,-12.22074735,main-sequence,G,0.81,4.08,2.42,Aql,
98017,66.69741322,1.05245837,main-sequence,B,-0.081,-0.45,215.33,Cyg,HR 7607
98020,49.93091832,-8.91840418,main-sequence,G,0.599,5.97,0.43,Aql,
98023,352.3958439,-29.97598053,giants,K,1.08,1.81,24.82,Tel,
98024,17.28433338,-24.09054178,giants,K,1.234,0.96,64.61,Sgr,
98027,39.58418812,-14.54298981,main-sequence,G,0.3,3.43,3.51,Aql,
98032,357.9688896,-29.11230341,giants,K,1.063,0.39,90.24,Sgr,Iota Sagittarii (HR 7581)
98036,46.12641545,-11.09441385,subgiants,G,0.855,3.03,6.58,Aql,60 Beta Aquilae (Alshain)
98038,34.14600241,-17.25805215,main-sequence,F,0.391,1.94,14.07,Aql,HR 7599
98040,350.6975589,-30.22287271,main-sequence,A,0.312,3.07,4.89,Tel,
98044,91.35041266,14.99891034,giants,G,1.021,0.46,81.07,Cyg,HR 7626
98045,21.98523112,-22.46128748,main-sequence,F,0.375,2.16,11.88,Sgr,
98048,344.16183,-30.87162373,giants,M,1.599,-0.23,415.32,Tel,
98049,11.90422962,-25.86729859,main-sequence,G,0.657,4.9,1.02,Sgr,
98050,19.76399201,-23.31107228,main-sequence,K,0.909,3.53,4.31,Sgr,
98051,9.78650806,-26.48359782,main-sequence,F,0.669,2.98,6.03,Sgr,
98053,66.1681856,0.61356885,subgiants,A,0.139,1.18,28.36,Cyg,
98055,86.10455742,12.2089825,main-sequence,A,0.124,0.23,68.03,Cyg,24 Psi Cygni (HR 7619)
98058,75.33289287,6.08636836,giants,K,1.439,-1.21,644.02,Cyg,
98066,14.86572554,-25.04232968,subgiants,G,0.748,2.64,8.66,Sgr,58 Omega Sagittarii (Terebellum)
