HIP,Longitudine galactică,Latitudine galactică,Nume,Constelație,Tipul Spectral,Clasă de luminozitate,Index B-V(culoare),Magnitudine absolută(VMag),Luminozitate(Lum),Magnitudine aparentă (Vmag),Temperatură efectivă,Radius
55295,276.9665578,34.93361853,,Crater,K,main-sequence,1.04,7.04,0.19,10.84,4725,0.743
54682,274.7766251,34.53308248,11 Beta Crateris,Crater,A,sub-giants,0.025,-0.62,166.66,4.46,8954,4.528
54922,275.714732,34.60973707,Gliese 1143 A,Crater,K,main-sequence,1.108,7.21,0.18,9.02,4468,0.719
55002,275.8411324,34.87030913,,Crater,A,main-sequence,0.226,2.31,9.87,7.07,7563,1.768
54843,275.3770696,34.58922451,,Crater,A,main-sequence,0.232,1.28,25.4,7.29,7753,2.443
55409,277.3056743,35.10776337,,Crater,G,main-sequence,0.658,4.91,1.01,8,5701,1.016
55670,277.6443796,36.4741944,,Crater,K,giants,1.488,0.53,143.56,7.58,4091,27.939
55313,276.4835112,35.88891238,,Crater,K,giants,1.045,2.09,18.54,8.4,4827,8.1
55326,275.8446334,37.02182712,,Crater,F,main-sequence,0.463,2.56,8.05,8.39,6603,1.817
54749,274.4080341,35.58796034,HR 4348,Crater,K,giants,1.381,0.02,189.53,6.39,4279,28.595
54420,273.1630514,35.31418322,,Crater,K,giants,1.057,0.99,51.15,7.5,4892,10.633
55056,274.7597061,36.92066801,,Crater,K,giants,1.075,0.91,56.29,7.67,4819,11.674
54707,274.0403191,35.8967227,,Crater,G,main-sequence,0.631,4.37,1.65,8.3,5895.4,1.139
54914,274.3359273,36.78723482,,Crater,K,giants,1,2.17,16.5,8.68,4874,5.927
54960,273.9055695,37.75592042,,Crater,A,main-sequence,0.08,1.92,14.78,6.89,9065,1.838
56639,281.9903413,35.37755173,,Crater,K,giants,1.423,1.34,60.47,6.97,4134,28.099
57039,282.7730359,36.92664035,,Crater,K,main-sequence,1.087,7.83,0.1,10.57,4383.3,0.688
56339,280.5534282,35.99463339,,Crater,A,giants,0.262,1.12,29.53,7.45,7743,3.169
56654,281.4036531,36.79209792,,Crater,K,giants,1.259,0.15,138.55,6.51,4391,20.267
57583,284.1529783,38.43017207,,Crater,K,main-sequence,1.092,6.63,0.3,11.23,4546,0.74
57345,283.104135,38.84450254,,Crater,F,main-sequence,0.539,2.97,5.69,7.81,6422,1.753
57199,282.443316,39.12676841,,Crater,F,main-sequence,0.435,2.68,7.6,7.32,6422,2.469
57155,282.2017719,39.31984897,,Crater,F,main-sequence,0.456,3.49,3.42,8.56,6374,1.272
56396,280.2985888,36.98008841,,Crater,F,main-sequence,0.443,3.43,3.79,8.33,6711,1.361
56175,279.7000279,36.42869045,,Crater,G,main-sequence,0.62,4.93,0.97,9.5,5912,1.173
56398,280.0072766,37.57270763,,Crater,G,main-sequence,0.549,3.97,2.28,9.21,5998.6,1.204
56084,278.6896523,37.65325373,,Crater,F,main-sequence,0.7,2.06,14.43,7.93,6476,3.17
56245,278.9728395,38.36161555,HR 4440,Crater,F,main-sequence,0.537,3.31,4.23,6.24,6164.4,1.774
56645,280.486019,38.63476836,,Crater,K,giants,1.068,1.67,27.87,7.81,4824,6.674
56903,281.2151696,39.08366858,,Crater,G,main-sequence,0.85,5.87,0.48,9.89,5184,0.774
57717,284.3343857,39.4611952,,Crater,F,main-sequence,0.479,3.52,3.35,9.04,6384,1.872
57468,283.4863841,38.94439763,,Crater,F,main-sequence,0.556,3.56,3.38,8.16,6029.9,1.523
57771,284.4477195,39.68360053,,Crater,A,main-sequence,0.243,1.79,15.92,8.2,7755,2.413
57253,282.4698465,39.49736747,,Crater,A,main-sequence,0.136,2.06,12.63,6.85,8259,1.773
57361,282.6604206,39.91127436,,Crater,M,main-sequence,1.482,10.38,0.02,11.822,3541,0.442
57645,283.714382,40.19559732,,Crater,K,main-sequence,0.895,6.31,0.33,9.25,4987,0.74
58186,285.5739783,41.02136394,,Crater,G,main-sequence,0.588,5.38,0.63,10.16,5179.1,1.375
57887,284.4794722,40.77283372,,Crater,G,main-sequence,0.644,3,5.84,8.85,5869,3.746
57722,283.7181452,40.97312288,,Crater,F,main-sequence,0.408,2.46,8.99,8.14,6936.5,1.947
57875,284.1339017,41.49330404,,Crater,A,main-sequence,0.294,2.11,12.31,7.42,7223,2.276
57079,281.6248395,39.68991528,HR 4506,Crater,G,sub-giants,0.949,1.75,23.04,6.21,4958,5.986
57161,281.7953134,40.23880733,,Crater,M,giants,1.596,-0.13,379.28,7.05,3959,38.41
57460,282.610231,40.83374551,,Crater,F,main-sequence,0.551,4.43,1.49,8.15,6142,1.076
57528,282.7113867,41.14969555,,Crater,A,sub-giants,0.275,2.27,10.27,7.93,7479,2.031
57522,282.3320582,41.91438999,,Crater,K,giants,1.25,0.18,135.63,6.82,4457,18.452
57283,281.5346666,41.73418434,27 Zeta Crateris,Crater,G,giants,0.958,-0.45,175.88,4.71,5016,15.503
57744,282.9968733,42.75971438,,Crater,G,main-sequence,0.58,3.13,5.01,7.84,6072,1.819
55813,277.7843854,37.27664825,,Crater,F,sub-giants,0.401,1.84,15.4,8.15,6929,2.621
55830,277.8455686,37.34637213,,Crater,A,main-sequence,-0.011,0.63,58.52,6.88,10383,2.719
55636,277.0752133,37.1716188,,Crater,F,main-sequence,0.544,2,14.69,8.07,6102.2,2.743
55570,276.4953815,37.66196279,,Crater,A,main-sequence,0.216,2.27,10.28,7.48,8086,1.654
55802,277.3025456,38.00235865,,Crater,A,sub-giants,0.203,1.64,18.34,6.72,8017,2.061
56179,278.4496276,38.81465427,,Crater,F,sub-giants,0.453,3.75,2.69,7.87,6506,1.307
55269,275.2640403,37.63846614,,Crater,F,main-sequence,0.38,2.7,7.32,8.11,6982.4,2.009
55363,275.1802406,38.32763029,,Crater,G,main-sequence,0.594,4.86,1.08,7.54,5898,0.95
55553,276.0293143,38.32695327,,Crater,F,main-sequence,0.515,3.07,5.46,8.14,6214.9,2.435
55381,274.8721433,38.9437483,,Crater,F,main-sequence,0.484,3.52,3.35,9.02,6729,1.335
55867,276.8478384,39.35849882,,Crater,K,giants,1.24,0.89,69.42,7.24,4549,11.293
55740,276.0273706,39.71971138,,Crater,A,main-sequence,0.252,1.8,15.9,7.03,7320,2.463
56082,277.1764991,40.33587281,,Crater,A,main-sequence,0.181,1.53,20.43,8.54,8190,1.67
55598,275.6004097,39.37243635,13 Lambda Crateris,Crater,F,giants,0.439,1.92,14.41,5.08,6435.3,2.99
55608,275.3958089,39.80677584,,Crater,K,giants,1.003,1.69,25.61,8.15,4923,10.873
55705,275.4067193,40.51626832,15 Gamma Crateris,Crater,A,main-sequence,0.216,2.05,12.56,4.06,7745,1.963
56949,280.1794654,41.53735928,,Crater,F,main-sequence,0.479,3.45,3.58,9.04,6505,1.808
56746,279.4808079,41.31549968,,Crater,A,main-sequence,0.079,1.54,21.25,7.42,9079,1.798
56417,278.215914,41.08307822,,Crater,G,main-sequence,0.761,5.57,0.59,10.26,5408,0.83
56873,279.6217599,42.02604435,,Crater,G,sub-giants,0.824,3.26,5.2,9.16,5308,2.607
57003,280.152933,42.03692659,,Crater,K,giants,1.135,0.06,131.57,6.99,4722,13.079
56791,278.9103777,42.67729744,,Crater,G,main-sequence,0.71,4.98,0.98,8.8,5631,1.112
57005,279.6535687,42.99051675,,Crater,K,giants,1.27,1.17,55.79,7.58,4540,12.969
56899,279.2139629,42.92992039,,Crater,M,giants,1.579,-0.42,454.63,6.17,3577,85.584
56614,278.3213203,42.41156034,,Crater,G,main-sequence,0.561,2.6,8.13,7.08,6202.5,2.35
56284,277.1503437,41.9084325,,Crater,M,main-sequence,1.474,9.67,0.03,11.476,3687,0.5
56019,275.9342793,41.90779802,,Crater,M,giants,1.556,0.32,213.64,7.5,3577,71.318
56314,277.0839435,42.25631645,,Crater,F,sub-giants,0.524,2.54,8.44,8.42,6333,2.961
56364,277.0500081,42.62779467,HR 4451,Crater,F,super-giants,0.59,0.61,51.23,6.05,6079.2,6.007
56801,278.6387988,43.21257622,,Crater,F,main-sequence,0.509,3.91,2.36,8.51,6189,1.347
56418,277.1653127,42.92131024,,Crater,K,giants,1.463,-0.14,254.84,6.99,4127,35.126
56441,276.9474856,43.43467876,,Crater,G,main-sequence,0.558,4.37,1.65,8.41,6116.3,1.149
56811,278.0696145,44.2653513,,Crater,F,main-sequence,0.505,3.9,2.51,8.07,6299.1,1.271
56831,278.1253084,44.32303085,,Crater,F,main-sequence,0.52,2.2,11.45,8.52,6257,2.95
53059,270.4315731,31.49744294,,Hydra,G,main-sequence,1.1,3.64,4.72,8.94,5210,3.776
53301,270.757656,32.25632267,,Hydra,G,main-sequence,0.562,3.67,3.09,8.13,5964.4,1.526
53905,271.7787163,34.31308257,,Crater,F,main-sequence,0.483,3.66,2.95,8.34,6343,1.702
53595,270.9472383,33.7056468,,Crater,F,sub-giants,0.433,2.67,7.24,7.48,6669,2.1
53495,270.1750436,34.19157885,,Crater,A,main-sequence,0.248,2.22,10.71,8.11,7866,2.167
53715,270.7159079,34.72395008,,Crater,K,giants,1.158,1.36,40.73,8.23,4686,10.834
52787,268.7114996,32.16402002,,Hydra,K,main-sequence,0.831,5.7,0.55,8.39,5292,0.824
52776,268.6501908,32.20353995,,Hydra,K,main-sequence,1.155,7.35,0.16,9.91,4622,0.629
53087,269.4955357,32.9095917,,Hydra,G,main-sequence,0.718,5.1,0.88,7.84,5612,0.965
52844,268.1419929,33.24862791,,Hydra,A,sub-giants,0.296,2.11,11.85,8.22,7407,1.75
52640,267.4372901,33.10320424,,Hydra,F,main-sequence,0.465,2.1,12.82,8.25,6399.4,2.006
53217,268.911932,34.30940228,Gliese 9336,Hydra,G,main-sequence,0.645,3.49,3.7,7.02,5902.1,1.461
53387,269.4453372,34.53912657,HR 4261,Hydra,K,giants,1.098,0.2,111.08,6.45,4741,12.701
52997,268.4549661,33.76910417,,Hydra,K,main-sequence,1.148,7.52,0.14,10.8,4474.4,0.699
53329,268.9949035,34.81648156,,Hydra,A,main-sequence,0.224,2.27,10.29,7.92,7751,1.666
53252,268.6951581,34.77522291,b3 Hydrae (HR 4251),Hydra,F,sub-giants,0.48,2.79,6.59,5.23,6505,1.932
53922,271.6268836,34.63848536,,Crater,K,main-sequence,0.856,3.55,4.05,8.93,5145,3.313
53970,271.6773827,34.76145218,,Crater,K,giants,1.004,0.53,74.62,7.28,4986,8.786
54138,272.0226729,35.24895659,,Crater,F,main-sequence,0.398,2.37,9.82,8.02,6673.5,2.875
54302,272.5499063,35.44216122,,Crater,A,main-sequence,0.065,1.88,15.61,7.33,9151,2.056
54242,271.9191956,36.02466477,,Crater,G,main-sequence,0.583,4.27,1.78,8.1,6116.8,1.135
53902,270.6711603,35.84822356,,Crater,G,main-sequence,0.622,2.89,6.28,8.13,6197.1,2.309
54075,270.9623527,36.45868451,,Crater,A,sub-giants,0.206,0.7,43.46,6.64,7798,3.278
54505,272.8053819,36.30000889,,Crater,B,main-sequence,-0.006,1.03,39.39,7.74,9927,1.773
54754,273.2400752,37.41449031,,Crater,F,main-sequence,0.407,2.32,9.89,8.54,7053,2.675
54493,272.1123956,37.24688422,,Crater,A,main-sequence,0.019,-0.16,111.58,6.92,9579,3.2
54373,271.6514055,37.1856013,,Crater,K,main-sequence,1.43,9.02,0.05,10.38,3827,0.565
53882,270.4494403,36.02164479,,Crater,G,main-sequence,0.802,5.45,0.68,9.16,5366,0.976
53675,269.6885305,35.90308641,,Crater,K,giants,1.062,1.3,38.96,6.84,4787,9.648
53816,269.9436359,36.33237957,,Crater,G,sub-giants,0.778,3.03,6.16,7.09,5408,2.826
53497,268.5044339,36.41240132,,Crater,G,main-sequence,0.549,4.08,2.06,9.23,5869,1.064
53740,269.0531391,37.12067684,7 Alpha Crateris (Alkes),Crater,K,giants,1.079,0.64,72.5,4.08,4900.5,9.746
52379,266.381075,32.95316111,,Hydra,A,super-giants,0.273,0.79,40,7.7,7899,4.771
52166,265.890701,32.3665138,,Hydra,G,main-sequence,0.538,4.36,1.58,8.63,6079,1.125
52105,265.5405234,32.49172703,,Hydra,F,main-sequence,0.387,2.18,11.24,8.36,6915,2.535
52814,267.4902782,33.89397994,,Hydra,A,sub-giants,0.343,2.66,7.19,7.98,6959,2.083
52698,266.7696779,34.19202426,,Hydra,K,giants,1.18,0.62,83.2,7.17,4694,11.045
52621,266.1383211,34.62143585,Gliese 401,Hydra,M,main-sequence,1.428,9.53,0.03,11.03,3789,0.462
52704,266.1824618,34.93543217,,Hydra,K,giants,1.152,1.08,52.57,7.44,4715,10.962
51956,264.624772,32.7814813,,Hydra,K,giants,1.039,2.69,10.51,8.43,4899,5.072
51683,264.0864559,32.09167365,,Hydra,F,main-sequence,0.387,2.17,11.31,8.4,6871,3.199
52115,264.8868108,33.30021861,,Hydra,K,giants,0.975,2.41,12.88,8.45,4949,6.151
51620,263.2192669,32.76770276,,Hydra,F,main-sequence,0.505,4.53,1.33,8.15,6164,1.166
52463,265.4501052,34.53233633,,Hydra,G,main-sequence,0.638,4.35,1.68,8.69,5969.5,1.169
52084,263.6065028,34.64664904,,Hydra,F,main-sequence,0.548,3.34,4.26,7.87,6131.2,1.772
52035,263.3466161,34.6781424,,Hydra,A,giants,0.255,2.37,9.36,7.82,7637,1.86
52403,264.4578992,35.34745153,,Hydra,F,main-sequence,0.379,3.04,5.31,7.99,6906.5,1.696
53037,266.9122446,35.98642692,,Hydra,A,main-sequence,0.092,0.77,42.19,6.56,8837,3.584
52954,266.3607804,36.10858286,,Hydra,K,main-sequence,1.184,7.34,0.17,10.49,4627,0.582
53174,266.6233534,37.00738193,,Crater,K,main-sequence,0.906,6.36,0.32,10.4,4863,0.798
53206,266.6440781,37.108601,,Crater,G,main-sequence,0.679,4.16,2.04,7.13,5697,1.429
53172,266.3999677,37.27643332,,Crater,G,main-sequence,0.579,4.41,1.59,7.76,5925.7,1.217
53703,268.4765958,37.6321225,,Crater,A,main-sequence,0.183,2.34,9.67,7.61,8209,1.743
53509,267.7238627,37.45854919,,Crater,G,main-sequence,0.635,4.79,1.14,7.89,5858.7,0.999
53759,268.4356898,37.97264867,,Crater,A,super-giants,0.247,2.24,10.54,8.39,7802,1.478
53886,268.5943786,38.48615929,,Crater,F,main-sequence,0.543,3.37,3.96,7.58,6162,1.659
53429,266.7250652,38.23920109,,Crater,F,main-sequence,0.419,3.7,2.77,7.5,6547,1.322
52737,265.1604134,36.27806353,b1 Hydrae (HR 4214),Hydra,A,main-sequence,0.112,1.45,22.37,5.44,8433,1.944
52649,264.5409267,36.61341522,,Hydra,G,main-sequence,0.637,4.5,1.49,7.97,5906.6,1.09
53178,266.0962583,37.64640065,,Crater,K,giants,1.554,0.54,173.56,7.52,3982,35.676
53084,265.6987039,37.65630192,,Crater,G,sub-giants,0.753,4.79,1.2,8.71,5551,1.123
53549,266.6735778,38.96970595,,Crater,G,main-sequence,0.586,4.57,1.37,8.7,6139.9,0.981
53250,265.7517731,38.38909444,,Crater,G,sub-giants,0.79,5.03,0.99,8.18,5486.9,1.003
52743,264.0596449,37.57244381,,Hydra,A,main-sequence,0.092,1.64,18.86,7.247,8981,2.025
52792,264.1399701,37.74678356,,Hydra,F,super-giants,0.503,3.08,5.05,7.67,6125,1.948
52793,264.1353721,37.754435,,Hydra,F,main-sequence,0.563,4.66,1.21,8.89,6075,1.186
52990,264.4631844,38.56552676,,Hydra,G,main-sequence,0.615,3.99,2.3,7.53,5950,1.374
53022,264.4283816,38.80596861,,Hydra,F,main-sequence,0.465,2.97,5.81,7.47,6553.7,1.662
54933,273.3208571,38.46225782,,Crater,A,main-sequence,0.354,3.27,4.08,9.12,6825,1.396
55248,274.1310704,39.27957573,,Crater,F,main-sequence,0.423,4.41,1.45,9.49,6628,1.334
54804,272.4662532,38.82503951,,Crater,G,main-sequence,0.613,4.47,1.53,8.11,5883,1.115
54876,271.947303,40.06222826,,Crater,K,giants,1.001,0.73,61.93,7.08,4929,10.526
54164,269.4119365,38.95704806,,Crater,G,main-sequence,0.648,4.05,2.22,8.92,5841,1.345
54612,270.6895742,40.02124414,,Crater,F,main-sequence,0.574,2.29,10.83,8.64,6058,2.532
54434,269.7452253,40.17121707,,Crater,F,main-sequence,0.468,3.01,5.35,7.96,6463,1.995
55884,275.1528097,42.22346803,,Crater,K,main-sequence,1.181,7.01,0.23,10.8,4449.2,1.022
55937,275.2103166,42.46739119,,Crater,F,main-sequence,0.559,3.3,4.23,8.94,6257,2.167
55550,273.9002955,41.6497329,,Crater,A,main-sequence,0.164,2.33,9.79,8.1,8228,1.798
56139,275.6678654,43.22022517,,Crater,G,main-sequence,0.657,4.42,1.59,9.4,5866,1.522
55282,272.068583,42.50672139,12 Delta Crateris (Labr),Crater,G,giants,1.112,-0.22,166.28,3.553,4478,18.287
55777,273.7845279,43.42958243,,Crater,K,giants,1.454,0.75,110.31,7.139,4188,29.756
55066,271.1590106,42.23858263,Gliese 1144,Crater,K,main-sequence,1.401,8.72,0.07,10.004,3962,0.585
55095,271.1633644,42.45154837,,Crater,K,giants,1.292,0.4,116.18,7.37,4446,20.797
55437,272.1464388,43.32797262,,Crater,F,main-sequence,0.356,2.65,7.59,7.44,7215.2,1.727
56154,274.3688125,45.29378016,,Crater,F,main-sequence,0.384,3.07,5.15,7.069,6808.5,1.535
55900,273.0022964,45.50223426,,Crater,G,main-sequence,0.722,4.62,1.37,7.4,5672.2,1.108
55874,272.8439215,45.53416456,16 Kappa Crateris,Crater,F,giants,0.49,1.7,17.93,5.944,6363,3.367
54160,268.9866186,39.48923925,,Crater,A,sub-giants,0.241,2.7,6.87,8.47,7945,1.646
54366,269.0884772,40.57286955,,Crater,G,main-sequence,0.542,4.28,1.8,7.8,6122.5,1.338
53849,267.6710694,39.39759842,HR 4297,Crater,K,giants,1.172,0.56,86.97,6.35,4665,13.398
53942,268.1025503,39.44767887,,Crater,K,main-sequence,0.774,4.6,1.46,9.27,5482,1.117
53758,267.143271,39.56832637,,Crater,K,giants,1.029,0.91,53.63,7.63,4853,10.478
54304,268.4553529,41.00383114,,Crater,F,main-sequence,0.521,3.74,2.78,8.32,6302,1.285
53778,266.2608706,40.73584921,HR 4289,Crater,K,giants,1.501,0.1,225.34,5.867,4024,27.528
53236,264.6804715,39.57249752,,Crater,K,main-sequence,0.996,6.53,0.29,9.27,5000,0.639
54048,266.7163097,41.73099539,HR 4308,Crater,G,giants,0.86,0.26,84.7,6.351,5100,11.97
54296,267.5028362,42.122751,,Crater,K,giants,1.064,0.76,64.32,7.32,4895,11.731
54315,267.257148,42.49843382,,Crater,A,giants,0.311,1.5,20.88,6.525,7179,2.957
53770,265.6928941,41.35715298,,Crater,G,giants,0.994,1.72,24.8,8.13,4813,10.728
54776,269.6448501,42.47679269,,Crater,G,main-sequence,0.512,2.69,7.26,7.105,6365,2.157
55233,270.6826039,43.99889963,,Crater,K,main-sequence,1.292,8.24,0.09,10.96,4167,0.797
54999,269.534894,43.98112832,,Crater,M,giants,1.517,-0.35,349.28,6.529,3368,122.702
54782,268.8785622,43.47915194,,Crater,F,giants,0.315,2.31,9.91,7.22,7337,1.792
54987,269.2852857,44.24278503,,Crater,A,main-sequence,0.328,2.39,9.41,8.17,7367,1.972
55464,271.3467466,44.58837846,,Crater,F,main-sequence,0.521,3.65,3.07,7.86,6283.5,1.389
55745,272.0049894,45.67601072,,Crater,F,main-sequence,0.456,3.12,4.82,8.74,6530,1.803
54580,267.0519549,44.34519724,,Crater,G,main-sequence,0.661,3.75,2.96,7.7,5778,1.73
54645,267.2366706,44.53856304,,Crater,K,giants,1.092,0.78,65.04,7.63,4737,10.016
54651,267.0360053,44.81939142,Gliese 415,Crater,K,main-sequence,1.083,7.7,0.13,9.23,4319.6,0.63
58343,285.7671386,42.09760708,,Corvus,K,giants,1.018,1.88,21.69,7.64,4812,7.183
58515,286.2110636,42.78766322,,Corvus,K,main-sequence,1.17,7.45,0.15,10.78,4346,0.763
58341,285.4250531,42.94074009,,Corvus,F,main-sequence,0.496,2.9,5.96,8.53,6393,2.688
58423,285.576375,43.3303414,,Corvus,G,main-sequence,0.624,3.9,2.52,8.74,6204,1.594
58900,287.5071566,43.61811355,,Corvus,G,main-sequence,0.611,4.07,2.14,9.09,6055,1.401
59357,289.1210702,44.81904617,,Corvus,G,main-sequence,0.618,5.08,0.85,8.65,5792,0.948
58766,286.479983,44.86617073,,Corvus,A,main-sequence,0.18,1.71,17.25,8.27,8466,2.033
58188,284.4720622,43.72547069,30 Eta Crateris,Crater,A,giants,-0.022,0.74,54.78,5.17,9931,2.483
57966,283.4043689,44.06668594,,Crater,F,main-sequence,0.281,2.89,5.79,7.62,7498,1.623
57979,283.2534121,44.53410082,,Crater,K,giants,1.2,0.87,67.39,7.43,4851,8.799
58526,285.567003,44.54997948,,Corvus,F,main-sequence,0.418,3.57,3.3,8.27,6638.1,1.445
58152,283.8185418,44.83435709,,Crater,K,main-sequence,0.792,5.13,0.91,9.29,5361,0.897
58408,284.4534427,45.84907059,,Corvus,F,main-sequence,0.437,3.12,5.04,7.58,6540.4,1.812
58424,284.4221613,46.10514772,,Corvus,F,main-sequence,0.456,2.57,7.99,7.99,6479,2.434
59426,289.3107175,45.01905826,,Corvus,G,main-sequence,0.77,4.33,1.86,6.88,5550,1.326
59637,289.887555,45.94144657,,Corvus,G,giants,1.047,1.75,25.19,8.35,4891,9.982
59537,289.2685752,46.37847744,,Corvus,F,main-sequence,0.453,3.11,4.84,8.75,6662,1.919
59326,288.4831211,46.29162237,,Corvus,F,main-sequence,0.534,3.39,3.87,8.93,6179,1.786
59974,291.0109451,47.15815118,,Corvus,G,main-sequence,0.653,4.41,1.6,8.81,5766,1.429
60022,291.0684045,47.70650999,,Corvus,F,giants,0.386,2.06,12.55,7.58,6869,2.81
60155,291.5498777,48.05412649,,Corvus,G,main-sequence,0.595,4.27,1.76,8.32,6088,1.907
60155,291.5498777,48.05412649,,Corvus,G,main-sequence,0.595,4.27,1.76,10.903,6272,1.023
59862,290.3886462,47.54023902,,Corvus,F,main-sequence,0.484,3.35,3.93,8.43,6437,1.465
58934,286.3965065,46.84572422,,Corvus,K,giants,1.268,1.21,53.15,8.14,4541,15.876
59343,288.1249248,47.50969603,,Corvus,G,main-sequence,0.585,2.98,5.73,8.54,6166,1.828
59299,287.7053379,48.20638714,,Corvus,G,main-sequence,0.538,3.7,3.05,8.33,6104.4,1.441
59569,288.5438378,49.00295141,,Corvus,F,main-sequence,0.401,2.21,11.3,8.3,6932.5,2.222
59410,287.6745934,49.58004798,,Corvus,F,main-sequence,0.366,3.07,5.22,8.09,6885.3,1.459
57660,282.1886461,43.75758245,,Crater,K,main-sequence,1.11,6.39,0.38,9.97,4500,0.968
57991,283.0674788,45.02757111,,Crater,F,main-sequence,0.569,2.96,5.79,8.11,6117,1.961
57732,282.1075708,44.52294186,HR 4539,Crater,G,giants,0.947,-0.1,125.66,6.13,5066,13.271
57366,280.7308172,43.93897309,,Crater,G,main-sequence,0.569,3.25,4.52,8.15,6052.4,2.007
57668,281.691247,44.88398615,,Crater,G,main-sequence,0.582,4.86,1.02,9.02,6035,1.061
57559,281.1404774,44.70411705,,Crater,F,main-sequence,0.461,3.06,5.11,7.89,6274.3,2.099
57919,282.4233777,45.68045101,,Crater,K,giants,1.052,1.11,46.13,7.88,4826,10.055
58354,283.8346555,46.7693951,,Corvus,A,giants,0.308,2.43,8.86,8.44,7205,1.743
57789,281.8031044,45.63620275,,Crater,F,main-sequence,0.39,2.88,6.14,7.89,7032,1.548
58084,282.699981,46.60862844,,Crater,K,main-sequence,1.124,5.81,0.66,10.66,4515,1.029
57173,279.5433,44.72210421,,Crater,B,main-sequence,-0.054,0.98,49.21,6.915,10357,2.54
56901,278.0831042,44.92157242,HR 4490,Crater,A,sub-giants,-0.007,0.09,93.37,6.22,9640,3.511
57181,279.0262976,45.67797282,,Crater,K,main-sequence,0.825,4.72,1.35,8.3,5302,1.347
57288,279.2658181,46.07251856,,Crater,G,main-sequence,0.515,3.88,2.44,9.64,6006,1.321
57611,280.8547136,45.82046748,,Crater,K,giants,1.029,0.73,63.26,6.853,4895,10.664
57680,280.8664935,46.56092081,,Crater,K,giants,1.128,1.2,45.52,7.39,4725,9.972
57792,281.1253578,46.975422,,Crater,A,main-sequence,0.049,0.92,39.13,7.316,9341,2.797
57634,280.1018325,47.47349868,,Crater,F,main-sequence,0.424,3.09,4.88,8.46,6699.8,1.46
58264,283.3165527,47.03122725,,Corvus,G,main-sequence,0.592,2.9,6.18,6.547,6220.4,1.944
59272,286.9365359,49.70728143,Gliese 9390 A,Corvus,G,main-sequence,0.666,5.11,0.85,6.578,5499.4,1.116
59068,286.1136625,49.16740892,,Corvus,F,sub-giants,0.323,2.29,10.27,6.781,7046,2.196
58710,284.4609592,49.13410141,,Corvus,F,main-sequence,0.571,2.47,9.2,8.16,6158.1,2.705
59065,285.8789856,49.70460685,,Virgo,G,main-sequence,0.653,4.44,1.55,9.47,5909,1.359
58263,282.5477744,48.59455975,,Corvus,F,main-sequence,0.503,3.41,3.79,7.135,6589.2,1.465
57819,280.6587824,48.06898638,HR 4547,Crater,F,main-sequence,0.41,3.07,4.97,6.353,6678,1.632
58081,281.2319962,49.41627286,,Crater,A,main-sequence,0.287,2.34,9.63,8.27,7583,2.036
58407,282.8633741,49.22397131,,Virgo,F,sub-giants,0.398,2.26,10.88,8.65,6693,2.401
58751,284.0915378,50.33896184,,Virgo,F,main-sequence,0.435,3.58,3.26,7.44,6508.3,1.316
58722,283.948734,50.35151262,,Virgo,G,main-sequence,0.708,4.83,1.12,8.53,5489,1.258
58726,283.9543142,50.41992448,,Virgo,F,main-sequence,0.478,2.74,6.96,8.53,6783.4,2.338
58248,281.8059056,49.89105725,,Virgo,F,main-sequence,0.453,3.53,3.49,7.41,6510.9,1.39
58576,283.1166253,50.46610219,Gliese 454 (Lalande 22585),Virgo,G,sub-giants,0.76,5.01,0.99,5.551,5506,1.032
58450,282.5515877,50.31546944,,Virgo,K,giants,1.45,-0.63,391.71,6.49,4185,31.372
58336,281.8933954,50.50990474,,Virgo,K,giants,1.125,0.98,55.84,7.41,4775,11.04
60620,293.2614608,49.04572323,,Corvus,G,main-sequence,1,5.16,1.05,8.96,5596,0.937
60221,291.6724216,48.63786978,HR 4699,Corvus,K,giants,1.048,1.19,42.32,5.14,4799,9.188
60878,294.1514511,50.4502034,,Corvus,F,main-sequence,0.44,4.18,1.81,9.6,6659,1.332
60660,293.1117506,50.49574382,,Corvus,K,giants,1.114,2.19,18.15,8.9,4731,10.866
